CONTIGS;total_genes;viral_genes;checkv_quality;completeness
NODE_A841_length_1228_cov_6.312772_CE44;3;0;Low-quality;2,76
NODE_A842_length_1228_cov_3.769765_CE44;1;0;Not-determined;NA
NODE_A844_length_1227_cov_4.849565_CE44;2;0;Low-quality;1,93
NODE_A845_length_1225_cov_6.008711_CE44;2;0;Low-quality;1,05
NODE_A846_length_1225_cov_3.822300_CE44;3;0;Not-determined;NA
NODE_A847_length_1224_cov_8.445510_CE44;4;0;Not-determined;NA
NODE_A849_length_1222_cov_9.839301_CE44;1;0;Not-determined;NA
NODE_A850_length_1222_cov_6.735371_CE44;2;0;Not-determined;NA
NODE_A851_length_1222_cov_6.380786_CE44;3;0;Not-determined;NA
NODE_A852_length_1222_cov_3.695197_CE44;2;0;Not-determined;NA
NODE_A853_length_1220_cov_17.788276_CE44;2;0;Low-quality;1,78
NODE_A854_length_1220_cov_6.740157_CE44;4;0;Not-determined;NA
NODE_A855_length_1220_cov_6.639545_CE44;2;0;Not-determined;NA
NODE_A856_length_1220_cov_6.594051_CE44;2;1;Low-quality;1,60
NODE_A857_length_1220_cov_6.356080_CE44;3;0;Not-determined;NA
NODE_A858_length_1219_cov_19.508757_CE44;1;0;Not-determined;NA
NODE_A859_length_1219_cov_8.690893_CE44;3;0;Not-determined;NA
NODE_A860_length_1219_cov_8.610333_CE44;6;0;Not-determined;NA
NODE_A861_length_1219_cov_8.454466_CE44;2;0;Not-determined;NA
NODE_A862_length_1218_cov_6.236635_CE44;2;0;Not-determined;NA
NODE_A863_length_1217_cov_11.065789_CE44;2;0;Not-determined;NA
NODE_A864_length_1217_cov_10.826316_CE44;0;0;Not-determined;NA
NODE_A865_length_1217_cov_7.935965_CE44;3;1;Low-quality;0,65
NODE_B34_length_1217_cov_3.559649_CE44;3;0;Not-determined;NA
NODE_A867_length_1216_cov_8.971905_CE44;2;0;Not-determined;NA
NODE_A868_length_1215_cov_16.298770_CE44;1;0;Not-determined;NA
NODE_A870_length_1215_cov_6.851494_CE44;1;0;Not-determined;NA
NODE_A871_length_1215_cov_3.407733_CE44;1;0;Not-determined;NA
NODE_A873_length_1213_cov_2.585387_CE44;2;0;Not-determined;NA
NODE_A874_length_1212_cov_15.735683_CE44;2;0;Not-determined;NA
NODE_A876_length_1211_cov_4.361552_CE44;4;1;Low-quality;1,82
NODE_A877_length_1210_cov_8.210944_CE44;1;0;Not-determined;NA
NODE_A878_length_1210_cov_3.672551_CE44;2;0;Low-quality;1,79
NODE_B35_length_1210_cov_1.771403_CE44;4;2;Low-quality;2,68
NODE_A881_length_1208_cov_21.835544_CE44;5;2;Low-quality;2,42
NODE_A882_length_1208_cov_10.908046_CE44;2;0;Not-determined;NA
NODE_A883_length_1208_cov_8.514589_CE44;3;0;Not-determined;NA
NODE_A884_length_1207_cov_12.236283_CE44;1;0;Not-determined;NA
NODE_A885_length_1207_cov_6.961062_CE44;5;0;Not-determined;NA
NODE_A886_length_1207_cov_5.488496_CE44;3;2;Low-quality;1,73
NODE_A889_length_1206_cov_8.885740_CE44;2;0;Not-determined;NA
NODE_A891_length_1205_cov_6.152482_CE44;0;0;Not-determined;NA
NODE_A892_length_1205_cov_4.324468_CE44;2;0;Not-determined;NA
NODE_A894_length_1204_cov_10.997338_CE44;1;0;Not-determined;NA
NODE_A895_length_1204_cov_7.478261_CE44;3;0;Not-determined;NA
NODE_A897_length_1202_cov_11.042667_CE44;1;0;Not-determined;NA
NODE_A899_length_1202_cov_3.600889_CE44;2;0;Not-determined;NA
NODE_A900_length_1202_cov_3.416889_CE44;1;0;Not-determined;NA
NODE_A901_length_1201_cov_10.918149_CE44;2;0;Not-determined;NA
NODE_A902_length_1201_cov_3.919929_CE44;1;0;Not-determined;NA
NODE_A903_length_1200_cov_14.512021_CE44;2;0;Not-determined;NA
NODE_A905_length_1200_cov_11.639359_CE44;1;0;Not-determined;NA
NODE_A906_length_1200_cov_9.731077_CE44;2;0;Low-quality;3,14
NODE_A909_length_1200_cov_5.262689_CE44;4;0;Not-determined;NA
NODE_A910_length_1200_cov_4.300980_CE44;1;0;Not-determined;NA
NODE_A911_length_1199_cov_14.792335_CE44;1;0;Not-determined;NA
NODE_A912_length_1199_cov_6.699643_CE44;2;0;Not-determined;NA
NODE_A913_length_1199_cov_3.961676_CE44;2;0;Not-determined;NA
NODE_A915_length_1197_cov_15.460714_CE44;2;0;Not-determined;NA
NODE_A916_length_1197_cov_7.427679_CE44;2;0;Not-determined;NA
NODE_A917_length_1196_cov_4.592493_CE44;2;0;Not-determined;NA
NODE_A918_length_1195_cov_13.574240_CE44;2;0;Not-determined;NA
NODE_A919_length_1195_cov_6.738819_CE44;1;0;Not-determined;NA
NODE_A920_length_1195_cov_4.741503_CE44;1;1;Low-quality;0,51
NODE_A922_length_1194_cov_10.915846_CE44;3;0;Not-determined;NA
NODE_A923_length_1194_cov_5.076097_CE44;1;0;Not-determined;NA
NODE_A924_length_1193_cov_9.620968_CE44;3;0;Not-determined;NA
NODE_A925_length_1193_cov_8.363799_CE44;1;0;Not-determined;NA
NODE_A927_length_1192_cov_11.546188_CE44;3;0;Low-quality;0,76
NODE_A928_length_1192_cov_7.793722_CE44;2;0;Not-determined;NA
NODE_A929_length_1191_cov_24.166966_CE44;2;1;Low-quality;20,15
NODE_A932_length_1191_cov_9.912926_CE44;1;0;Not-determined;NA
NODE_A933_length_1191_cov_6.643627_CE44;3;0;Not-determined;NA
NODE_A934_length_1191_cov_4.851885_CE44;2;0;Not-determined;NA
NODE_A935_length_1190_cov_12.942498_CE44;1;0;Low-quality;0,54
NODE_A936_length_1190_cov_6.492363_CE44;2;0;Low-quality;2,35
NODE_A937_length_1190_cov_5.371968_CE44;3;0;Not-determined;NA
NODE_A938_length_1190_cov_4.268643_CE44;4;0;Low-quality;2,43
NODE_A939_length_1189_cov_3.375000_CE44;1;0;Not-determined;NA
NODE_A940_length_1188_cov_9.828983_CE44;1;0;Not-determined;NA
NODE_A944_length_1186_cov_7.652840_CE44;1;0;Not-determined;NA
NODE_A945_length_1185_cov_12.757220_CE44;1;0;Not-determined;NA
NODE_A946_length_1185_cov_11.662455_CE44;2;0;Not-determined;NA
NODE_A947_length_1185_cov_5.326715_CE44;1;1;Low-quality;30,92
NODE_A949_length_1184_cov_7.776874_CE44;2;0;Not-determined;NA
NODE_A951_length_1184_cov_6.465221_CE44;1;0;Not-determined;NA
NODE_A954_length_1183_cov_9.554250_CE44;2;0;Not-determined;NA
NODE_A956_length_1183_cov_3.415009_CE44;0;0;Not-determined;NA
NODE_A957_length_1182_cov_23.028054_CE44;2;0;Not-determined;NA
NODE_A959_length_1182_cov_14.568326_CE44;3;0;Not-determined;NA
NODE_A960_length_1182_cov_9.353846_CE44;1;1;Low-quality;1,13
NODE_A961_length_1182_cov_7.461538_CE44;1;0;Not-determined;NA
NODE_A962_length_1182_cov_6.987330_CE44;2;1;Low-quality;2,28
NODE_A963_length_1181_cov_11.374094_CE44;1;0;Not-determined;NA
NODE_A964_length_1181_cov_8.527174_CE44;1;1;Low-quality;0,64
NODE_A965_length_1181_cov_7.613225_CE44;2;0;Not-determined;NA
NODE_A966_length_1181_cov_4.452899_CE44;2;0;Not-determined;NA
NODE_A968_length_1180_cov_6.430644_CE44;2;0;Not-determined;NA
NODE_A970_length_1179_cov_8.080762_CE44;3;0;Not-determined;NA
NODE_A971_length_1178_cov_10.179837_CE44;2;0;Not-determined;NA
NODE_A972_length_1178_cov_9.710263_CE44;4;1;Low-quality;2,40
NODE_A974_length_1177_cov_6.841818_CE44;2;0;Not-determined;NA
NODE_A976_length_1176_cov_12.019108_CE44;2;0;Low-quality;0,52
NODE_A978_length_1176_cov_6.115560_CE44;1;0;Low-quality;2,74
NODE_A979_length_1176_cov_5.631483_CE44;3;0;Not-determined;NA
NODE_A980_length_1175_cov_7.087432_CE44;1;1;Low-quality;2,61
NODE_A981_length_1175_cov_6.623862_CE44;1;0;Not-determined;NA
NODE_A982_length_1175_cov_4.827869_CE44;1;0;Not-determined;NA
NODE_A983_length_1174_cov_16.536919_CE44;1;0;Not-determined;NA
NODE_A984_length_1174_cov_7.573382_CE44;2;0;Not-determined;NA
NODE_A985_length_1174_cov_4.920693_CE44;3;0;Not-determined;NA
NODE_A986_length_1174_cov_4.258888_CE44;1;0;Not-determined;NA
NODE_A988_length_1174_cov_2.360073_CE44;2;0;Not-determined;NA
NODE_A990_length_1173_cov_8.755474_CE44;2;0;Not-determined;NA
NODE_A991_length_1173_cov_4.968066_CE44;1;0;Not-determined;NA
NODE_A992_length_1172_cov_8.934247_CE44;2;0;Not-determined;NA
NODE_A993_length_1172_cov_8.518721_CE44;3;1;Low-quality;1,87
NODE_A995_length_1172_cov_4.469406_CE44;1;0;Not-determined;NA
NODE_A997_length_1171_cov_4.632541_CE44;3;0;Not-determined;NA
NODE_A1001_length_1170_cov_3.334858_CE44;0;0;Not-determined;NA
NODE_A999_length_1170_cov_9.876487_CE44;1;1;Low-quality;37,00
NODE_A1004_length_1168_cov_5.213566_CE44;2;0;Not-determined;NA
NODE_A1005_length_1167_cov_15.381651_CE44;2;0;Low-quality;2,10
NODE_A1006_length_1166_cov_8.460055_CE44;3;0;Low-quality;2,62
NODE_A1007_length_1166_cov_5.526171_CE44;3;1;Low-quality;2,13
NODE_A1008_length_1166_cov_5.124885_CE44;2;0;Not-determined;NA
NODE_A1009_length_1165_cov_11.849265_CE44;1;0;Not-determined;NA
NODE_A1011_length_1164_cov_15.895124_CE44;1;0;Not-determined;NA
NODE_A1014_length_1163_cov_9.938306_CE44;1;0;Not-determined;NA
NODE_A1015_length_1163_cov_6.679558_CE44;5;0;Low-quality;2,72
NODE_A1016_length_1163_cov_5.789134_CE44;2;0;Not-determined;NA
NODE_A1017_length_1163_cov_5.001842_CE44;1;0;Not-determined;NA
NODE_A1018_length_1162_cov_14.060829_CE44;1;0;Not-determined;NA
NODE_A1020_length_1162_cov_7.816590_CE44;2;1;Low-quality;0,42
NODE_A1021_length_1162_cov_5.622120_CE44;1;1;Low-quality;1,05
NODE_A1022_length_1161_cov_17.834871_CE44;3;1;Low-quality;0,44
NODE_A1023_length_1161_cov_12.902214_CE44;2;0;Not-determined;NA
NODE_A1024_length_1161_cov_6.884686_CE44;2;0;Not-determined;NA
NODE_A1025_length_1161_cov_4.920664_CE44;2;0;Not-determined;NA
NODE_A1026_length_1161_cov_3.189114_CE44;1;0;Not-determined;NA
NODE_A1027_length_1160_cov_11.250231_CE44;2;0;Not-determined;NA
NODE_A1028_length_1160_cov_9.447830_CE44;1;0;Not-determined;NA
NODE_A1029_length_1160_cov_8.761773_CE44;4;0;Not-determined;NA
NODE_A1031_length_1160_cov_7.457064_CE44;2;0;Not-determined;NA
NODE_A1032_length_1160_cov_7.180055_CE44;1;0;Not-determined;NA
NODE_A1033_length_1160_cov_5.813481_CE44;1;0;Not-determined;NA
NODE_A1034_length_1159_cov_8.460259_CE44;3;0;Not-determined;NA
NODE_A1035_length_1159_cov_6.287431_CE44;1;0;Not-determined;NA
NODE_A1036_length_1159_cov_5.765250_CE44;4;0;Not-determined;NA
NODE_A1037_length_1159_cov_5.757856_CE44;1;0;Not-determined;NA
NODE_A1040_length_1158_cov_8.144311_CE44;3;2;Low-quality;2,59
NODE_A1041_length_1158_cov_5.487512_CE44;2;0;Not-determined;NA
NODE_A1042_length_1157_cov_13.350926_CE44;1;0;Not-determined;NA
NODE_A1044_length_1156_cov_8.031511_CE44;1;0;Not-determined;NA
NODE_A1045_length_1155_cov_8.759740_CE44;2;0;Not-determined;NA
NODE_A1046_length_1154_cov_8.396472_CE44;2;2;Low-quality;2,63
NODE_A1047_length_1154_cov_6.612813_CE44;0;0;Not-determined;NA
NODE_A1048_length_1153_cov_6.793680_CE44;2;0;Not-determined;NA
NODE_A1049_length_1152_cov_9.929302_CE44;2;0;Low-quality;2,54
NODE_A1050_length_1152_cov_4.240000_CE44;2;0;Not-determined;NA
NODE_A1051_length_1151_cov_11.013035_CE44;2;0;Not-determined;NA
NODE_A1052_length_1151_cov_7.950652_CE44;2;0;Not-determined;NA
NODE_A1053_length_1151_cov_5.082868_CE44;3;2;Low-quality;2,35
NODE_A1054_length_1151_cov_4.819367_CE44;4;1;Low-quality;0,74
NODE_A1055_length_1151_cov_3.933892_CE44;4;1;Low-quality;3,19
NODE_A1056_length_1151_cov_3.146182_CE44;3;1;Low-quality;1,55
NODE_A1057_length_1150_cov_22.617894_CE44;2;0;Not-determined;NA
NODE_A1060_length_1150_cov_9.373719_CE44;1;0;Not-determined;NA
NODE_A1061_length_1150_cov_8.916123_CE44;3;0;Not-determined;NA
NODE_A1062_length_1149_cov_5.233209_CE44;2;0;Not-determined;NA
NODE_A1064_length_1147_cov_11.066355_CE44;3;0;Low-quality;1,41
NODE_A1065_length_1147_cov_8.728972_CE44;1;0;Low-quality;2,11
NODE_A1066_length_1147_cov_5.464486_CE44;1;0;Not-determined;NA
NODE_A1068_length_1147_cov_4.881308_CE44;3;3;Low-quality;3,89
NODE_A1069_length_1146_cov_11.308700_CE44;2;0;Not-determined;NA
NODE_A1070_length_1146_cov_5.362956_CE44;3;0;Not-determined;NA
NODE_A1071_length_1146_cov_4.889616_CE44;3;0;Not-determined;NA
NODE_A1072_length_1145_cov_11.030899_CE44;4;0;Not-determined;NA
NODE_A1073_length_1145_cov_9.659176_CE44;2;0;Not-determined;NA
NODE_A1074_length_1145_cov_8.085206_CE44;1;0;Not-determined;NA
NODE_A1075_length_1145_cov_6.656367_CE44;1;0;Not-determined;NA
NODE_A1076_length_1145_cov_4.054307_CE44;2;0;Not-determined;NA
NODE_A1077_length_1144_cov_7.973758_CE44;1;0;Not-determined;NA
NODE_A1078_length_1144_cov_6.181818_CE44;2;0;Not-determined;NA
NODE_A1079_length_1144_cov_5.614808_CE44;3;0;Not-determined;NA
NODE_A1080_length_1143_cov_8.848030_CE44;1;0;Not-determined;NA
NODE_A1081_length_1143_cov_5.594747_CE44;5;0;Low-quality;1,98
NODE_A1083_length_1142_cov_15.768075_CE44;3;1;Low-quality;19,32
NODE_A1084_length_1142_cov_13.366197_CE44;2;0;Not-determined;NA
NODE_A1086_length_1142_cov_8.453521_CE44;1;0;Not-determined;NA
NODE_A1087_length_1142_cov_7.184038_CE44;1;0;Not-determined;NA
NODE_A1088_length_1142_cov_4.922066_CE44;2;0;Not-determined;NA
NODE_A1089_length_1142_cov_3.852582_CE44;1;0;Not-determined;NA
NODE_A1090_length_1142_cov_2.921127_CE44;4;1;Low-quality;1,24
NODE_A1093_length_1140_cov_100.460019_CE44;2;0;Not-determined;NA
NODE_A1095_length_1140_cov_5.610536_CE44;2;0;Not-determined;NA
NODE_A1096_length_1139_cov_17.636535_CE44;2;0;Not-determined;NA
NODE_A1097_length_1139_cov_8.270245_CE44;1;0;Not-determined;NA
NODE_A1098_length_1138_cov_3.574929_CE44;1;0;Not-determined;NA
NODE_A1100_length_1137_cov_10.264151_CE44;4;0;Not-determined;NA
NODE_A1101_length_1137_cov_9.975472_CE44;0;0;Not-determined;NA
NODE_A1102_length_1137_cov_9.335849_CE44;1;0;Not-determined;NA
NODE_A1105_length_1136_cov_7.658168_CE44;1;0;Not-determined;NA
NODE_A1106_length_1136_cov_7.296506_CE44;1;1;Low-quality;0,62
NODE_A1107_length_1136_cov_7.112370_CE44;1;0;Not-determined;NA
NODE_A1108_length_1135_cov_11.469754_CE44;2;2;Low-quality;1,52
NODE_A1109_length_1135_cov_11.082231_CE44;3;1;Low-quality;2,14
NODE_A1110_length_1135_cov_8.755198_CE44;2;0;Not-determined;NA
NODE_A1111_length_1134_cov_8.833491_CE44;1;1;Low-quality;1,61
NODE_A1112_length_1134_cov_6.499527_CE44;2;0;Not-determined;NA
NODE_A1113_length_1133_cov_10.894886_CE44;4;0;Not-determined;NA
NODE_A1114_length_1133_cov_7.830492_CE44;3;0;Not-determined;NA
NODE_A1115_length_1133_cov_5.504735_CE44;1;0;Not-determined;NA
NODE_A1116_length_1132_cov_15.011374_CE44;2;2;Low-quality;0,81
NODE_A1117_length_1132_cov_8.045498_CE44;2;2;Low-quality;0,54
NODE_A1118_length_1132_cov_6.632227_CE44;2;1;Low-quality;2,66
NODE_A1119_length_1132_cov_4.013270_CE44;1;0;Not-determined;NA
NODE_A1122_length_1131_cov_7.330171_CE44;2;0;Not-determined;NA
NODE_A1123_length_1130_cov_7.147198_CE44;1;0;Not-determined;NA
NODE_A1125_length_1130_cov_5.145299_CE44;3;0;Not-determined;NA
NODE_A1126_length_1129_cov_6.725285_CE44;3;2;Low-quality;3,01
NODE_A1128_length_1129_cov_5.387833_CE44;2;0;Not-determined;NA
NODE_A1130_length_1128_cov_7.698382_CE44;2;0;Not-determined;NA
NODE_A1131_length_1128_cov_5.860133_CE44;3;0;Not-determined;NA
NODE_A1133_length_1127_cov_11.932381_CE44;1;0;Not-determined;NA
NODE_A1134_length_1127_cov_9.811429_CE44;1;0;Not-determined;NA
NODE_A1135_length_1127_cov_7.756190_CE44;2;0;Not-determined;NA
NODE_A1137_length_1127_cov_5.480000_CE44;1;1;Low-quality;1,66
NODE_A1140_length_1126_cov_10.039085_CE44;2;0;Not-determined;NA
NODE_A1141_length_1126_cov_7.430887_CE44;2;0;Not-determined;NA
NODE_A1142_length_1126_cov_7.151573_CE44;2;0;Not-determined;NA
NODE_A1143_length_1126_cov_3.448999_CE44;3;0;Low-quality;2,70
NODE_A1146_length_1124_cov_7.314231_CE44;4;0;Not-determined;NA
NODE_A1147_length_1124_cov_6.474690_CE44;2;0;Not-determined;NA
NODE_A1148_length_1124_cov_5.898758_CE44;2;0;Not-determined;NA
NODE_A1149_length_1123_cov_10.234226_CE44;2;0;Not-determined;NA
NODE_A1150_length_1123_cov_10.127151_CE44;1;0;Not-determined;NA
NODE_A1151_length_1123_cov_8.979924_CE44;2;0;Not-determined;NA
NODE_A1152_length_1123_cov_4.643403_CE44;1;0;Not-determined;NA
NODE_A1153_length_1122_cov_5.428708_CE44;1;1;Not-determined;NA
NODE_A1154_length_1122_cov_5.249761_CE44;0;0;Not-determined;NA
NODE_A1155_length_1121_cov_32.110153_CE44;3;1;Low-quality;1,72
NODE_A1156_length_1121_cov_8.330460_CE44;2;0;Not-determined;NA
NODE_A1157_length_1121_cov_7.883142_CE44;1;0;Not-determined;NA
NODE_A1159_length_1120_cov_9.737296_CE44;1;0;Not-determined;NA
NODE_A1160_length_1120_cov_9.598274_CE44;1;0;Not-determined;NA
NODE_A1161_length_1120_cov_6.958773_CE44;1;0;Not-determined;NA
NODE_A1162_length_1119_cov_15.640115_CE44;2;0;Low-quality;2,15
NODE_A1163_length_1119_cov_8.214971_CE44;2;0;Low-quality;3,05
NODE_A1165_length_1118_cov_8.413064_CE44;1;0;Not-determined;NA
NODE_A1166_length_1118_cov_7.372719_CE44;2;0;Not-determined;NA
NODE_A1167_length_1118_cov_5.371758_CE44;1;0;Not-determined;NA
NODE_A1168_length_1117_cov_4.992308_CE44;1;0;Not-determined;NA
NODE_A1169_length_1117_cov_4.517308_CE44;2;0;Not-determined;NA
NODE_A1170_length_1116_cov_16.151107_CE44;2;0;Not-determined;NA
NODE_A1171_length_1116_cov_15.244466_CE44;3;0;Not-determined;NA
NODE_A1172_length_1116_cov_13.923965_CE44;1;0;Not-determined;NA
NODE_A1173_length_1116_cov_6.025024_CE44;1;0;Not-determined;NA
NODE_A1175_length_1115_cov_6.734104_CE44;2;1;Low-quality;2,32
NODE_A1176_length_1115_cov_3.270713_CE44;3;0;Not-determined;NA
NODE_A1177_length_1115_cov_3.015414_CE44;2;0;Not-determined;NA
NODE_A1179_length_1114_cov_7.681774_CE44;1;0;Not-determined;NA
NODE_A1180_length_1114_cov_6.578592_CE44;2;0;Low-quality;1,63
NODE_A1182_length_1113_cov_9.620656_CE44;2;0;Not-determined;NA
NODE_A1183_length_1113_cov_2.457529_CE44;1;0;Not-determined;NA
NODE_A1184_length_1112_cov_12.875362_CE44;2;0;Not-determined;NA
NODE_A1185_length_1112_cov_9.734300_CE44;2;0;Not-determined;NA
NODE_A1186_length_1112_cov_7.991304_CE44;2;0;Not-determined;NA
NODE_A1187_length_1112_cov_5.945894_CE44;4;0;Low-quality;3,37
NODE_A1188_length_1112_cov_5.331401_CE44;1;0;Not-determined;NA
NODE_A1189_length_1112_cov_4.114010_CE44;1;0;Not-determined;NA
NODE_A1191_length_1111_cov_6.243714_CE44;2;0;Not-determined;NA
NODE_A1192_length_1110_cov_12.856728_CE44;3;0;Not-determined;NA
NODE_A1193_length_1110_cov_8.337851_CE44;2;0;Not-determined;NA
NODE_A1194_length_1110_cov_5.003872_CE44;2;0;Not-determined;NA
NODE_A1195_length_1109_cov_13.813953_CE44;2;0;Not-determined;NA
NODE_A1196_length_1109_cov_12.669574_CE44;1;0;Not-determined;NA
NODE_A1197_length_1109_cov_6.614341_CE44;2;0;Not-determined;NA
NODE_A1198_length_1108_cov_6.831232_CE44;4;0;Low-quality;2,83
NODE_A1200_length_1108_cov_5.033948_CE44;1;0;Not-determined;NA
NODE_A1201_length_1107_cov_19.734951_CE44;2;2;Low-quality;2,07
NODE_A1202_length_1107_cov_7.662136_CE44;1;0;Low-quality;2,56
NODE_A1203_length_1107_cov_6.598058_CE44;2;0;Not-determined;NA
NODE_A1204_length_1106_cov_8.990282_CE44;1;0;Not-determined;NA
NODE_A1205_length_1106_cov_8.603499_CE44;3;0;Low-quality;0,72
NODE_A1206_length_1106_cov_4.156463_CE44;3;0;Not-determined;NA
NODE_A1208_length_1105_cov_10.940661_CE44;1;0;Not-determined;NA
NODE_A1209_length_1105_cov_9.348249_CE44;1;1;Low-quality;0,62
NODE_A1210_length_1105_cov_7.753891_CE44;4;0;Not-determined;NA
NODE_A1211_length_1105_cov_6.785992_CE44;2;0;Not-determined;NA
NODE_A1213_length_1105_cov_3.994163_CE44;1;0;Not-determined;NA
NODE_A1214_length_1104_cov_6.973710_CE44;1;0;Not-determined;NA
NODE_A1215_length_1104_cov_3.750730_CE44;3;0;Not-determined;NA
NODE_A1216_length_1103_cov_12.396686_CE44;1;0;Not-determined;NA
NODE_A1218_length_1103_cov_8.203704_CE44;1;0;Not-determined;NA
NODE_A1219_length_1103_cov_6.159844_CE44;2;0;Not-determined;NA
NODE_A1220_length_1103_cov_5.677388_CE44;1;0;Not-determined;NA
NODE_A1221_length_1103_cov_4.728070_CE44;2;0;Not-determined;NA
NODE_A1224_length_1102_cov_6.701463_CE44;0;0;Not-determined;NA
NODE_A1225_length_1102_cov_4.540488_CE44;1;0;Not-determined;NA
NODE_A1226_length_1101_cov_6.976562_CE44;1;0;Not-determined;NA
NODE_A1227_length_1101_cov_6.022461_CE44;1;0;Not-determined;NA
NODE_A1228_length_1101_cov_3.401367_CE44;3;0;Not-determined;NA
NODE_A1230_length_1099_cov_10.398239_CE44;1;1;Low-quality;1,46
NODE_A1231_length_1099_cov_9.204501_CE44;1;0;Not-determined;NA
NODE_A1232_length_1099_cov_8.268102_CE44;1;0;Not-determined;NA
NODE_A1234_length_1099_cov_7.336595_CE44;2;0;Not-determined;NA
NODE_A1235_length_1098_cov_21.909892_CE44;2;0;Not-determined;NA
NODE_A1236_length_1098_cov_10.619001_CE44;3;0;Not-determined;NA
NODE_A1237_length_1098_cov_8.893242_CE44;1;0;Not-determined;NA
NODE_A1238_length_1098_cov_7.878550_CE44;2;0;Low-quality;2,41
NODE_A1239_length_1097_cov_10.669608_CE44;1;1;Low-quality;0,57
NODE_A1241_length_1097_cov_6.042157_CE44;4;0;Low-quality;2,86
NODE_A1244_length_1096_cov_6.480864_CE44;1;1;Low-quality;0,59
NODE_A1246_length_1096_cov_5.757605_CE44;1;0;Not-determined;NA
NODE_A1247_length_1096_cov_5.299313_CE44;2;0;Not-determined;NA
NODE_A1248_length_1094_cov_13.560472_CE44;2;0;Not-determined;NA
NODE_A1249_length_1094_cov_9.719764_CE44;2;0;Not-determined;NA
NODE_A1250_length_1094_cov_7.845624_CE44;3;1;Low-quality;0,86
NODE_A1251_length_1093_cov_16.623031_CE44;2;0;Not-determined;NA
NODE_A1252_length_1093_cov_8.646654_CE44;2;0;Low-quality;3,67
NODE_A1253_length_1093_cov_6.893701_CE44;2;0;Not-determined;NA
NODE_A1255_length_1093_cov_6.508858_CE44;1;1;Low-quality;0,50
NODE_A1256_length_1092_cov_10.871921_CE44;1;1;Not-determined;NA
NODE_A1257_length_1092_cov_7.682759_CE44;2;0;Not-determined;NA
NODE_A1258_length_1092_cov_5.171429_CE44;2;0;Not-determined;NA
NODE_A1259_length_1092_cov_5.077833_CE44;1;0;Not-determined;NA
NODE_A1261_length_1091_cov_10.389546_CE44;2;0;Not-determined;NA
NODE_A1262_length_1091_cov_5.965483_CE44;1;0;Not-determined;NA
NODE_A1263_length_1090_cov_7.350444_CE44;1;0;Not-determined;NA
NODE_A1264_length_1090_cov_6.226061_CE44;1;0;Not-determined;NA
NODE_A1265_length_1090_cov_4.904245_CE44;1;0;Not-determined;NA
NODE_A1266_length_1089_cov_13.186759_CE44;1;0;Not-determined;NA
NODE_A1269_length_1088_cov_13.771513_CE44;2;0;Not-determined;NA
NODE_A1270_length_1088_cov_8.077151_CE44;4;0;Low-quality;0,85
NODE_A1271_length_1088_cov_7.396637_CE44;2;0;Not-determined;NA
NODE_A1272_length_1088_cov_3.999011_CE44;2;0;Low-quality;1,07
NODE_A1273_length_1087_cov_8.671287_CE44;2;1;Low-quality;0,69
NODE_A1274_length_1087_cov_7.232673_CE44;4;0;Not-determined;NA
NODE_A1275_length_1087_cov_6.195050_CE44;1;0;Not-determined;NA
NODE_A1276_length_1087_cov_4.558416_CE44;0;0;Not-determined;NA
NODE_A1277_length_1087_cov_4.134653_CE44;1;0;Not-determined;NA
NODE_A1279_length_1086_cov_5.861249_CE44;2;0;Not-determined;NA
NODE_A1280_length_1086_cov_5.816650_CE44;2;0;Not-determined;NA
NODE_A1281_length_1086_cov_4.277502_CE44;4;0;Low-quality;2,09
NODE_A1283_length_1085_cov_4.637897_CE44;2;0;Not-determined;NA
NODE_A1284_length_1084_cov_7.757696_CE44;2;0;Not-determined;NA
NODE_A1285_length_1084_cov_5.188679_CE44;2;0;Not-determined;NA
